?pmc_id0	?text_0	?pmc_id1	?text_1	?count
80351	tankyrase 2	MESH:D007659	ketone	1
80351	tankyrase 2	MESH:D010100	oxygen	1
8061	Fra1	MESH:D000241	adenosine	1
80745	S-adenosyl methionine (SAM)-dependent methyltransferase	MESH:D000241	adenosine	1
8081	Ad5	MESH:C000606551	Remdesivir	1
8081	Ad5	MESH:C041524	alum adjuvant	1
8081	Ad5	MESH:C558899	Lopinavir + Ritonavir	1
8083	Kar	MESH:C000604007	SP	1
80834	TAS1R2	MESH:D000073893	sugars	1
8129	ATR1	MESH:D019808	losartan	1
81399	OR 1.1	MESH:D000082	paracetamol	1
8140	LAT1	MESH:D012964	sodium	1
8140	LAT1	MESH:D021542	neutral amino acids	1
81502	spp	MESH:C034912	oxyresveratrol	1
81502	spp	MESH:C095194	kuwanon G	1
81502	spp	MESH:D000438	alcohol	1
81502	spp	MESH:D001572	benzofurans	1
81502	spp	MESH:D008712	methicillin	1
81502	spp	MESH:D013267	stilbene	1
81502	spp	MESH:D015780	carbapenem	1
8163	CDR3	MESH:D007930	Leu	1
81686	MMP-2	MESH:D002122	CaCl2	1
81687	MMP-9	MESH:D002122	CaCl2	1
8174	MAdCAM-1	MESH:C543529	vedolizumab	1
81743	PDE2A	MESH:D006152	cGMP	1
81743	PDE2A	MESH:D010100	Oxygen	1
81743	PDE2A	MESH:D010126	Ozone	1
81780	RANTES	MESH:D014807	vitamin D	1
81793	toll-like receptor 10	MESH:D009584	nitrogen	1
81857	acid 1 and 4	MESH:D008051	lipid bilayers	1
820	LL-37	MESH:D008550	melatonin	1
820	cAMP	MESH:D014580	Ursodeoxycholic acid	1
8273	p 3	MESH:D001663	bilirubin	1
8273	p 3	MESH:D002738	chloroquine	1
8273	p 3	MESH:D006886	hydroxychloroquine	1
8273	p 3	MESH:D012254	ribavirin	1
8273	p 3	MESH:D018942	macrolide	1
8273	p 3	MESH:D053139	oseltamivir	1
8273	p 3	MESH:D061466	lopinavir	1
8301	PICALM	MESH:D007501	iron	1
834	CASP1	MESH:C005466	ursolic acid	1
834	CASP1	MESH:C008905	physcion	1
834	CASP1	MESH:C018669	beta-terpinene	1
834	CASP1	MESH:C025473	beta-sitosterol	1
834	CASP1	MESH:C040048	caffeic acid	1
834	CASP1	MESH:C445979	beta-elemene	1
834	caspase-1	MESH:D000255	ATP	1
834	caspase-1	MESH:D002738	chloroquine	1
834	caspase-1	MESH:D004205	sodium cromoglycate	1
834	caspase-1	MESH:D007930	leucine	1
834	CASP1	MESH:D009828	oleanolic acid	1
834	caspase-1	MESH:D010126	Ozone	1
834	CASP1	MESH:D012431	rutin	1
834	CASP1	MESH:D013395	sucrose	1
834	CASP1	MESH:D013943	thymol	1
834	caspase-1	MESH:D017382	reactive oxygen species	1
834	caspase-1	MESH:D019808	losartan	1
83482	SCRT	MESH:D000077150	oxaliplatin	1
83483	Poliovirus-1 (PV-1	MESH:D014867	water	1
834;841	caspases	MESH:D009243	NAD	1
83535	kir6.2	MESH:D000077154	rosiglitazone	1
83535	kir6.2	MESH:D012694	Serine	1
836	CASP3	MESH:C000511	verbenalin	1
836	CASP3	MESH:C005466	ursolic acid	1
836	CASP3	MESH:C008905	physcion	1
836	CASP3	MESH:C009652	lonicerin	1
836	CASP3	MESH:C010925	gentisic acid	1
836	CASP3	MESH:C018669	beta-terpinene	1
836	CASP3	MESH:C031327	artemisinin	1
836	CASP3	MESH:C033607	puerarin	1
836	CASP3	MESH:C040048	caffeic acid	1
836	CASP3	MESH:C046215	8-hydroxyguanosine	1
836	CASP3	MESH:C080669	oroxylin A	1
836	CASP3	MESH:C106914	atractylodin	1
836	CASP3	MESH:C119129	18beta-glycyrrhetinic acid	1
836	CASP3	MESH:C445979	beta-elemene	1
836	CASP3	MESH:C483658	pogostone	1
836	caspase-3	MESH:C489897	Silvestrol	1
836	CASP3	MESH:C499870	descurainolide A	1
836	CASP3	MESH:C541528	licochalcone B	1
836	CASP3	MESH:D000678	amygdalin	1
836	CASP3	MESH:D001640	bicuculline	1
836	CASP3	MESH:D004642	emodin	1
836	caspase 3	MESH:D004801	eosin	1
836	CASP3	MESH:D004809	ephedrine	1
836	caspase 3	MESH:D006416	haematoxylin	1
836	CASP3	MESH:D007203	indigo	1
836	caspase 3	MESH:D008315	malondialdehyde	1
836	CASP3	MESH:D009828	oleanolic acid	1
836	caspase-3	MESH:D011134	polysaccharides	1
836	caspase-3	MESH:D012964	sodium	1
836	CASP3	MESH:D013107	sphingolipid	1
836	CASP3	MESH:D013265	stigmasterol	1
836	CASP3	MESH:D013395	sucrose	1
836	CASP3	MESH:D013943	thymol	1
836	caspase-3	MESH:D014635	valproic acid	1
836	caspase-3	MESH:D014867	water	1
836	CASP3	MESH:D016718	arachidonic acid	1
836	CASP3	MESH:D019695	glycyrrhizic acid	1
836	CASP3	MESH:D020156	salicylic acid	1
8361	Histone H4	MESH:D012694	serine	1
83619	Nrf2	MESH:D000077185	Resveratrol	1
83619	Nrf2	MESH:D010126	Ozone	1
83666	BaL	MESH:D000111	NAC	1
83696	NIBP	MESH:D010100	O2	1
836;839;842	"caspases-3, -6, and -9"	MESH:D015032	Zn	1
836;840	Caspase 3/7	MESH:C015219	FITC-Dextran	1
836;840	Caspase 3/7	MESH:D004121	DMSO	1
836;840	Caspase 3/7	MESH:D014867	water	1
8372	HYAL3	MESH:D011134	polysaccharide	1
8372	HYAL3	MESH:D014867	water	1
83785	VEGF	MESH:D003520	cyclophosphamide	1
83785	VEGF	MESH:D005978	glutathione	1
83785	VEGF	MESH:D008055	lipid	1
83785	VEGF	MESH:D009584	nitrogen	1
83785	VEGF	MESH:D010705	phosgene	1
83785	VEGF	MESH:D011794	quercetin	1
83785	VEGF	MESH:D012977	sodium nitrite	1
83785	VEGF	MESH:D013481	superoxide	1
83854	ANGPTL6	MESH:C060506	sphingosine 1-phosphate	1
83881	Mix	MESH:C025026	Sodium Sulfite	1
83881	Mix	MESH:C031215	beta-Cyclodextrin	1
83881	Mix	MESH:D004492	EDTA	1
83881	Mix	MESH:D005840	Crystal Violet	1
83881	Mix	MESH:D007854	PBS	1
83881	Mild 1	MESH:D008775	methylprednisolone	1
83881	Mix	MESH:D014867	water	1
83933	HD 10	MESH:C558899	lopinavir/ritonavir	1
83933	HD 10	MESH:D000077239	meloxicam	1
83933	HD 10	MESH:D000077339	leflunomide	1
83933	HD10	MESH:D001205	ascorbic acid	1
83933	HD10	MESH:D002443	ceftriaxone	1
83933	HD 10	MESH:D003404	Creatinine	1
83933	HD 10	MESH:D005947	Glucose	1
83933	HD10	MESH:D008715	Met	1
83933	HD10	MESH:D008751	methylene blue	1
83933	HD 10	MESH:D008775	methylprednisolone	1
83933	HD10	MESH:D010100	oxygen	1
83933	HD 10	MESH:D015738	famotidine	1
83933	HD10	MESH:D017963	azithromycin	1
83933	HD 10	MESH:D019438	ritonavir	1
83933	HD 10	MESH:D061466	lopinavir	1
83985	NRS	MESH:D012967	SDS	1
83998	REG4	MESH:D003078	colchicine	1
84000	MSPL	MESH:D005947	glucose	1
84061	IAP	MESH:C512204	Boceprevir	1
84061	IAP	MESH:C582429	Birinapant	1
84061	IAP	MESH:D002438	Cefoperazone	1
84061	IAP	MESH:D002784	cholesterol	1
84061	IAP	MESH:D005947	glucose	1
84061	IAP	MESH:D012431	Rutin	1
84068	p 7	MESH:C000606551	remdesivir	1
84068	p 7	MESH:D002245	CO2	1
84068	p 7	MESH:D005557	formalin	1
84068	p 7	MESH:D005973	L-glutamine	1
84068	p 7	MESH:D007854	PBS	1
8408	ULK1	MESH:C483858	phosphatidylethanolamine	1
8408	ULK1	MESH:D008687	metformin	1
841	CASP8	MESH:C005466	ursolic acid	1
841	CASP8	MESH:C008905	physcion	1
841	CASP8	MESH:C018669	beta-terpinene	1
841	CASP8	MESH:C025473	beta-sitosterol	1
841	CASP8	MESH:C040048	caffeic acid	1
841	CASP8	MESH:C445979	beta-elemene	1
841	CASP8	MESH:D009828	oleanolic acid	1
841	CASP8	MESH:D012431	rutin	1
841	CASP8	MESH:D013395	sucrose	1
841	CASP8	MESH:D013943	thymol	1
8412	nsP2	MESH:D000470	alkaloids	1
8412	nsp2	MESH:D005973	glutamine	1
8412	nsP2	MESH:D012254	ribavirin	1
842	CASP9	MESH:C005466	ursolic acid	1
842	CASP9	MESH:C008905	physcion	1
842	CASP9	MESH:C018669	beta-terpinene	1
842	CASP9	MESH:C025473	beta-sitosterol	1
842	CASP9	MESH:C040048	caffeic acid	1
842	CASP9	MESH:C445979	beta-elemene	1
842	CASP9	MESH:D009828	oleanolic acid	1
842	CASP9	MESH:D012431	rutin	1
842	CASP9	MESH:D013395	sucrose	1
842	CASP9	MESH:D013943	thymol	1
84557	LC3	MESH:C007293	DAPI	1
84557	LC3	MESH:D000077191	wortmannin	1
84557	LC3	MESH:D002738	Chloroquine	1
84557	LC3	MESH:D008055	lipid	1
84557	LC3	MESH:D011136	Tween	1
84557	LC3	MESH:D012694	serine	1
84557	LC3	MESH:D012967	SDS	1
84560	MT4	MESH:D047630	depsipeptides	1
8458	TTF2	MESH:C000606551	Remdesivir	1
84680	ACS	MESH:D006495	Low molecular weight heparin	1
847	CAT	MESH:C005466	ursolic acid	1
847	CAT	MESH:C008905	physcion	1
847	CAT	MESH:C018669	beta-terpinene	1
847	CAT	MESH:C025473	beta-sitosterol	1
847	CAT	MESH:C027576	4-HNE	1
847	Cat	MESH:C029899	imidazole	1
847	CAT	MESH:C040048	caffeic acid	1
847	CAT	MESH:C445979	beta-elemene	1
847	glutathione and catalase	MESH:D001205	Vitamin C	1
847	cat	MESH:D001216	Asparagine	1
847	Cat	MESH:D001647	bile acid	1
847	catalase	MESH:D002118	calcium	1
847	"glutathione peroxidase, and catalase"	MESH:D002241	carbohydrate	1
847	catalase	MESH:D003520	cyclophosphamide	1
847	Cat	MESH:D007854	PBS	1
847	catalase	MESH:D008054	lipid peroxides	1
847	glutathione and catalase	MESH:D008278	magnesium sulfates	1
847	"glutathione peroxidase, and catalase"	MESH:D009151	SM	1
847	CAT	MESH:D009828	oleanolic acid	1
847	CAT	MESH:D010126	O3	1
847	glutathione and catalase	MESH:D010431	pentoxifylline	1
847	catalase	MESH:D010705	phosgene	1
847	catalase	MESH:D011205	povidone	1
847	catalase	MESH:D011206	povidone-iodine	1
847	catalase	MESH:D011794	quercetin	1
847	CAT	MESH:D012431	rutin	1
847	Cat	MESH:D012965	NaCl	1
847	Cat	MESH:D012967	SDS	1
847	catalase	MESH:D012977	sodium nitrite	1
847	CAT	MESH:D013395	sucrose	1
847	CAT	MESH:D013943	thymol	1
847	catalase	MESH:D014807	vitamin D	1
847	glutathione and catalase	MESH:D014810	vitamin E	1
847	Cat	MESH:D015767	mefloquine	1
847	glutathione and catalase	MESH:D019207	beta-carotene	1
84701	COX4I2	MESH:D000241	adenosine	1
84701	COX4I2	MESH:D009243	NADH	1
84701	COX4I2	MESH:D014238	TCA	1
84701	COX4I2	MESH:D014451	ubiquinone	1
84701	COX4I2	MESH:D019344	lactate	1
84706	alanine aminotransferase 2 (1%) 1 (1%) 0 0 Rash 2	MESH:C000606551	Remdesivir	1
84706	alanine aminotransferase 2 (1%) 1 (1%) 0 0 Rash 2	MESH:D005947	glucose	1
84706	alanine aminotransferase 2 (1%) 1 (1%) 0 0 Rash 2	MESH:D009584	nitrogen	1
84706	alanine aminotransferase 2 (1%) 1 (1%) 0 0 Rash 2	MESH:D014508	urea	1
8473	OGT	MESH:D006595	hexosamine	1
84779	NAa 1 1	MESH:D003404	creatinine	1
84779	NAa 1 1	MESH:D009584	nitrogen	1
84779	NAa 1 1	MESH:D014508	urea	1
84868	Tim-3	MESH:D020123	rapamycin	1
84870	R-spondin 3	MESH:C108830	Y-27632	1
84870	R-spondin 3	MESH:D004492	EDTA	1
84870	R-spondin 3	MESH:D006583	polybrene	1
84879	NLS1	MESH:D011392	proline	1
84879	NLS1	MESH:D013912	threonine	1
84909	APO	MESH:C527646	G143	1
84909	APO	MESH:C582429	Birinapant	1
84909	APO	MESH:D002245	E290	1
84909	APO	MESH:D015282	Octreotide	1
84909	APO	MESH:D019888	Nelfinavir	1
84934	Rita	MESH:D000438	alcohol	1
84939	Ki (muM) 1	MESH:C000602100	Lupiwighteone	1
84939	Ki (muM) 1	MESH:C003377	Taxifolin	1
84939	Ki (muM) 1	MESH:C015505	Silydianin	1
84939	Ki (muM) 1	MESH:C042192	syringaresinol	1
84939	Ki (muM) 1	MESH:C045457	Cannflavin	1
84939	Ki (muM) 1	MESH:C056679	AbyssinoneV	1
84939	Ki (muM) 1	MESH:C063423	Rhamnetin	1
84939	Ki (muM) 1	MESH:C064222	SigmoidinB	1
84939	Ki (muM) 1	MESH:C093059	Tanetin	1
84939	Ki (muM) 1	MESH:C420343	Mundulinol	1
84939	Ki (muM) 1	MESH:C427507	"5, 7, 4'-Trihydroxyflavone"	1
84939	Ki (muM) 1	MESH:C477693	Erycristagallin	1
84939	Ki (muM) 1	MESH:C499926	SchizolaenoneB	1
84939	Ki (muM) 1	MESH:C504636	Menisdaurin	1
84939	Ki (muM) 1	MESH:C508967	Tamarixetin	1
84939	Ki (muM) 1	MESH:C511014	Oxysanguinarine	1
84939	Ki (muM) 1	MESH:C523198	IsosilybinB	1
84939	Ki (muM) 1	MESH:C533098	Isopomiferin	1
84939	Ki (muM) 1	MESH:C548258	OphiopogonanoneG	1
84939	Ki (muM) 1	MESH:C560295	Mearnsetin	1
84939	Ki (muM) 1	MESH:C572039	AmyrisinB	1
84939	Ki (muM) 1	MESH:C576388	medioresinol	1
84939	Ki (muM) 1	MESH:D012256	Riboflavin	1
84939	muM* 1	MESH:D061466	lopinavir	1
84941	ALX	MESH:D008070	lipopolysaccharide	1
8506	CASPR	MESH:D016202	NMDA - N-methyl-D-aspartate	1
8517	NEMO	MESH:D006886	Hydroxychloroquine	1
8517	IP2	MESH:D009841	Oligonucleotide	1
8517	IKBKG	MESH:D014807	Vitamin D	1
85240	PKC-betaII	MESH:D005947	glucose	1
85240	PKC-betaII	MESH:D013481	superoxides	1
85259	HCN	MESH:D000077550	ivabradine	1
85259	HCN	MESH:D002784	cholesterol	1
8530	Cystatin F	MESH:D003078	colchicine	1
8530	cMAP	MESH:D005682	Gadolinium	1
8530	cMAP	MESH:D005732	ganglioside	1
85348	HBc	MESH:C057619	glimepiride	1
85348	HBc	MESH:D009173	mycophenolate sodium	1
85348	HBc	MESH:D009853	omeprazole	1
85348	HBc	MESH:D011241	prednisone	1
85348	HBc	MESH:D015283	escitalopram	1
85348	HBc	MESH:D016559	tacrolimus	1
85348	HBc	MESH:D017257	ramipril	1
85348	HBc	MESH:D019259	lamivudine	1
8535	PC2	MESH:D006859	hydrogen	1
8540	AGPs	MESH:D009609	nitrous oxide	1
8540	AGPs	MESH:D010100	oxygen	1
8540	AGPs	MESH:D010649	PHE	1
8540	AGPs	MESH:D014867	water	1
8540	AGPs	MESH:D053139	oseltamivir	1
85480	TSLP	MESH:C046243	Tryptanthrin	1
855104	Upf1	MESH:C050992	AlF4-	1
855104	Upf1	MESH:D000244	ADP	1
855104	Upf1	MESH:D000255	ATP	1
855104	Upf1	MESH:D009841	oligonucleotides	1
8557	tele	MESH:D005947	glucose	1
8557	tele	MESH:D008055	Lipid	1
8557	tele	MESH:D019314	DHEA-Sulfate	1
8567	denn	MESH:D010100	Oxygen	1
8569	Mnk1	MESH:D000068877	Imatinib	1
8569	Mnk1	MESH:D012254	Ribavirin	1
857	Cav1	MESH:D000667	ampicillin	1
857	Caveolin-1	MESH:D001205	vitamin C	1
857	caveolin 1	MESH:D001761	bleomycin	1
857	caveolin-1	MESH:D006028	glycosphingolipids	1
857	Caveolin-1	MESH:D008070	lipopolysaccharide	1
857	caveolin 1	MESH:D015777	eicosanoids	1
857	caveolin-1	MESH:D016572	cyclosporine	1
857	caveolin-1	MESH:D016686	monocrotaline	1
857	caveolin-1	MESH:D020126	brefeldin a	1
858	CAV-2	MESH:D002784	cholesterol	1
858	CAV-2	MESH:D013107	sphingolipids	1
859	CAV-3	MESH:D002784	cholesterol	1
859	CAV-3	MESH:D013107	sphingolipids	1
8614	stanniocalcin-2	MESH:C502936	Tocilizumab	1
8614	stanniocalcin-2	MESH:D015232	prostaglandin E2	1
8636	N = 14	MESH:C000606551	Remdesivir	1
8636	N = 14	MESH:C558899	Lopinavir-ritonavir	1
8654	PDE5	MESH:C424423	roflumilast	1
8654	PDE5	MESH:D000077407	cilostazol	1
8654	PDE5	MESH:D013467	sulindac	1
8654	PDE5	MESH:D016718	arachidonic acid	1
8655	pin	MESH:D000438	alcohol	1
8671	NBC1	MESH:D005947	glucose	1
8671	NBC1	MESH:D012964	Sodium	1
8673700	Mpro	MESH:C000595449	Trelagliptin	1
8673700	Mpro	MESH:C000595706	MLN2238	1
8673700	Mpro	MESH:C000596550	lanadelumab	1
8673700	Mpro	MESH:C000628402	Baloxavir	1
8673700	Mpro	MESH:C006680	baicalein	1
8673700	Mpro	MESH:C007650	ethyl acetate	1
8673700	Mpro	MESH:C012186	apiin	1
8673700	Mpro	MESH:C015330	Lycorine	1
8673700	Mpro	MESH:C015505	Silydianin	1
8673700	Mpro	MESH:C016527	isoquercetin	1
8673700	Mpro	MESH:C023714	C2	1
8673700	M-pro	MESH:C027406	11a	1
8673700	Mpro	MESH:C031375	Pepstatin A	1
8673700	Mpro	MESH:C032159	ACN	1
8673700	Mpro	MESH:C032731	vitexin	1
8673700	Mpro	MESH:C032855	Nafamostat	1
8673700	Mpro	MESH:C033607	puerarin	1
8673700	Mpro	MESH:C038694	DPP	1
8673700	Mpro	MESH:C041747	Nitazoxanide	1
8673700	Mpro	MESH:C043562	flavone	1
8673700	Mpro	MESH:C045651	EGCG	1
8673700	Mpro	MESH:C047368	Isorhamnetin	1
8673700	Mpro	MESH:C057580	EGC	1
8673700	MPro	MESH:C063449	zileuton	1
8673700	Mpro	MESH:C089378	rhoifolin	1
8673700	Mpro	MESH:C095108	amprenavir	1
8673700	Mpro	MESH:C107601	glabridin	1
8673700	M-pro	MESH:C400401	Maribavir	1
8673700	Mpro	MESH:C474837	pomiferin	1
8673700	Mpro	MESH:C484876	scutellarin	1
8673700	Mpro	MESH:C485800	Osajin	1
8673700	Mpro	MESH:C506365	cyclohexane	1
8673700	Mpro	MESH:C520571	Tideglusib	1
8673700	Mpro	MESH:C523198	IsosilybinA	1
8673700	Mpro	MESH:C540383	ruxolitinib	1
8673700	Mpro	MESH:C548400	Ixazomib	1
8673700	Mpro	MESH:C562325	Dolutegravir	1
8673700	Mpro	MESH:C577119	brevianamides	1
8673700	Mpro	MESH:C582429	Birinapant	1
8673700	Mpro	MESH:D000069446	atazanavir	1
8673700	Mpro	MESH:D000069582	eszopiclone	1
8673700	Mpro	MESH:D000077185	resveratrol	1
8673700	Mpro	MESH:D000077276	Lycopene	1
8673700	Mpro	MESH:D000077333	telmisartan	1
8673700	Mpro	MESH:D000077385	SilybinA	1
8673700	Mpro	MESH:D000082	paracetamol	1
8673700	Mpro	MESH:D000432	MEO	1
8673700	Mpro	MESH:D000438	alcohol	1
8673700	Mpro	MESH:D000577	amide	1
8673700	Mpro	MESH:D001120	arginine	1
8673700	MPro	MESH:D001216	Asn	1
8673700	M-pro	MESH:D001241	aspirin	1
8673700	Mpro	MESH:D002245	E290	1
8673700	Mpro	MESH:D002444	Cefuroxime	1
8673700	Mpro	MESH:D002713	chlorine	1
8673700	Mpro	MESH:D002867	chromone	1
8673700	M-pro	MESH:D002927	Cimetidine	1
8673700	Mpro	MESH:D003907	dexamethasone	1
8673700	Mpro	MESH:D004177	metamizole	1
8673700	Mpro	MESH:D004317	doxorubicin	1
8673700	Mpro	MESH:D004986	ether	1
8673700	Mpro	MESH:D006219	halogen	1
8673700	Mpro	MESH:D006493	heparin	1
8673700	M-pro	MESH:D007052	ibuprofen	1
8673700	M-pro	MESH:D007654	ketoconazole	1
8673700	Mpro	MESH:D007659	ketone	1
8673700	MPro	MESH:D008055	lipid	1
8673700	Mpro	MESH:D008239	lysine	1
8673700	M-pro	MESH:D009853	Omeprazole	1
8673700	M-pro	MESH:D010118	Oxytetracycline	1
8673700	Mpro	MESH:D011392	proline	1
8673700	Mpro	MESH:D011744	pyrimidone	1
8673700	Mpro	MESH:D013261	sterol	1
8673700	Mpro	MESH:D013267	stilbenoid	1
8673700	M-pro	MESH:D013409	Sulfacetamide	1
8673700	Mpro	MESH:D013450	sulfone	1
8673700	Mpro	MESH:D013455	Sulfur	1
8673700	Mpro	MESH:D013729	terpenoid	1
8673700	Mpro	MESH:D013806	theophylline	1
8673700	Mpro	MESH:D014212	retinoic acid	1
8673700	M-pro	MESH:D014812	vitamin K	1
8673700	Mpro	MESH:D015282	Octreotide	1
8673700	M-pro	MESH:D015363	quinolone	1
8673700	Mpro	MESH:D017239	paclitaxel	1
8673700	Mpro	MESH:D017665	hydroxyl	1
8673700	Mpro	MESH:D019808	losartan	1
8673700	Mpro	MESH:D019821	simvastatin	1
8678	Beclin 1	MESH:C109343	dihydroceramide	1
8678	BECN1	MESH:D000077191	wortmannin	1
8678	BECN1	MESH:D004110	diltiazem	1
8678	BECN1	MESH:D005229	monounsaturated fatty acid	1
8678	BECN1	MESH:D006886	hydroxychloroquine	1
8678	BECN1	MESH:D007559	ivermectin	1
8678	Beclin 1	MESH:D017382	ROS	1
8678	BECN1	MESH:D019301	oleic acid	1
8678	BECN1	MESH:D020126	BFA	1
8714	multidrug resistance-associated protein	MESH:D009173	mycophenolic acid	1
8714	multidrug resistance-associated protein	MESH:D016572	Cyclosporine	1
8743	TRAIL	MESH:C004768	dihydroorotate	1
8743	TRAIL	MESH:C030986	pyrimidine	1
8743	TRAIL	MESH:C046943	brequinar	1
8743	TRAIL	MESH:D004317	doxorubicin	1
8743	trail	MESH:D012694	serine	1
8784	GITR	MESH:C000613469	Tafasitamab	1
879877	Lactate dehydrogenase	MESH:C000606551	Remdesivir	1
879877	LDH	MESH:C502936	tocilizumab	1
879877	Lactate dehydrogenase	MESH:C558899	Lopinavir/ritonavir	1
8802	Galpha	MESH:D006153	GDP	1
8802	Galpha	MESH:D006160	GTP	1
8805	TIF1A	MESH:C579147	RO-90-7501	1
8805	TIF1A	MESH:D002166	camptothecin	1
8805	TIF1A	MESH:D009705	nucleoside	1
8808	IL-36R	MESH:C000613469	Tafasitamab	1
8838	Lib-C	MESH:D014867	water	1
8841	HDAC-3	MESH:C009684	Withaferin A	1
8841	HD3	MESH:D001205	ascorbic acid	1
8841	HD3	MESH:D002443	ceftriaxone	1
8841	HD3	MESH:D006886	hydroxychloroquine	1
8841	HD3	MESH:D008715	Met	1
8841	HD3	MESH:D008751	methylene blue	1
8841	HD3	MESH:D010100	oxygen	1
8841	HD3	MESH:D017963	azithromycin	1
8852	p 82	MESH:D005947	glucose	1
8856	pregnane-X receptor	MESH:C016705	7-dehydrocholesterol	1
8856	PXR	MESH:D000069454	DRV	1
8856	pregnane-X receptor	MESH:D014807	vitamin D	1
8856	PXR	MESH:D019438	RTV	1
8856	PXR	MESH:D061466	LPV	1
8862	apelin	MESH:D000450	aldosterone	1
8862	apelin	MESH:D011188	potassium	1
8862	apelin	MESH:D012694	serine	1
8862	apelin	MESH:D012964	sodium	1
8864	Per2	MESH:D008550	melatonin	1
8899	PRP4	MESH:D012694	serine	1
8909	Uridylate-specific endoribonuclease	MESH:C000606551	Remdesivir	1
8909	uridylate-specific endoribonuclease	MESH:C031034	uridine 3'-phosphate	1
8909	EndoU	MESH:C437084	PBSA	1
8909	p11	MESH:D003907	Dexamethasone	1
8909	p 11	MESH:D006886	hydroxychloroquine	1
8909	EndoU	MESH:D014867	water	1
8909	p11	MESH:D016718	arachidonate	1
8909	p 11	MESH:D017963	azithromycin	1
89780	Wnt-3a	MESH:C108830	Y-27632	1
89780	Wnt-3a	MESH:D004492	EDTA	1
89780	Wnt-3a	MESH:D006583	polybrene	1
89832	alpha 7 nicotinic receptor	MESH:D008550	melatonin	1
89832	alpha 7 nicotinic receptor	MESH:D014364	tryptophan	1
89845	ABCC10	MESH:C006947	CEP	1
8989	TRPA1	MESH:D000242	cAMP	1
8989	TRPA1	MESH:D013467	sulindac	1
8991	SBP	MESH:D014508	Urea	1
8999	p56	MESH:D010710	phosphate	1
90	ACVR1	MESH:D002104	CDS	1
90	ACVR1	MESH:D011134	glycan	1
9002	PAR4	MESH:C024555	ferric chloride	1
9002	PAR4	MESH:C530299	vorapaxar	1
9002	PAR4	MESH:D000068799	prasugrel	1
9002	PAR4	MESH:D000077144	clopidogrel	1
9002	PAR4	MESH:D001241	aspirin	1
9002	PAR4	MESH:D013928	thromboxane A2	1
9048	Art	MESH:D000362	Agar	1
9048	art	MESH:D012492	salt	1
9066	synaptotagmin VII	MESH:C106336	"phosphatidylinositol 3,5-bisphosphate"	1
9066	synaptotagmin VII	MESH:D000069285	Ca2+	1
9066	synaptotagmin VII	MESH:D004095	dihydropyridines	1
9066	synaptotagmin VII	MESH:D004110	diltiazem	1
9066	synaptotagmin VII	MESH:D009529	nicardipine	1
9066	synaptotagmin VII	MESH:D009553	nimodipine	1
9066	synaptotagmin VII	MESH:D013110	sphingosine	1
9066	synaptotagmin VII	MESH:D014700	verapamil	1
907	CCT	MESH:D008094	LIS	1
907	CCT	MESH:D010100	oxygen	1
9076	claudin-1	MESH:C008157	beta-ionone	1
9076	claudin-1	MESH:D002338	carotenoids	1
9076	claudin-1	MESH:D008055	lipid	1
9076	claudin-1	MESH:D011090	polyene	1
9076	claudin-1	MESH:D012172	retinal	1
9076	claudin-1	MESH:D012176	retinoids	1
9076	claudin-1	MESH:D019207	beta-carotene	1
9076	claudin-1	MESH:D026082	singlet oxygen	1
90865	IL-33	MESH:D001241	aspirin	1
90865	IL-33	MESH:D006632	histamine	1
90865	IL-33	MESH:D008070	LPS	1
90865	IL-33	MESH:D010100	oxygen	1
909	CD1a	MESH:D015232	PGE2	1
90993	OASIS	MESH:C064424	DME	1
91	ACVR1B	MESH:D003078	colchicine	1
9103	FCGR2C	MESH:D014443	tyrosine	1
911	CD1	MESH:D002244	carbon	1
911	CD1	MESH:D002784	cholesterol	1
911	CD1	MESH:D014867	water	1
911	CD1c	MESH:D015232	PGE2	1
912	CD1d	MESH:D000074324	IPILIMUMAB	1
914	CD2	MESH:D003404	creatinine	1
914	CD2	MESH:D013256	steroids	1
9140	ATG12	MESH:C055525	PtdIns3P	1
91543	viperin	MESH:C005692	triphosphate	1
91543	viperin	MESH:C462182	favipiravir	1
91543	viperin	MESH:D000255	ATP	1
91543	viperin	MESH:D012254	ribavirin	1
91544	Soc	MESH:D006886	plaquenil	1
9159	PC7	MESH:C516923	"2,5-dideoxystreptamine"	1
9159	PC7	MESH:D012694	serine	1
9172	M protein	MESH:D001120	arginine	1
9172	M protein	MESH:D018698	glutamate	1
91851	CHL/HCHL	MESH:D017963	azithromycin	1
9188	DDX21	MESH:D009841	oligonucleotides	1
920	CD4	MESH:C000592401	sarilumab	1
920	CD4	MESH:C000594389	atezolizumab	1
920	CD4	MESH:C000596027	baricitinib	1
920	CD4	MESH:C000607776	Ozanimod	1
920	CD4	MESH:C000619007	Ublituximab	1
920	CD4	MESH:C002037	DMB	1
920	CD4	MESH:C003043	paraformaldehyde	1
920	CD4	MESH:C003383	tembetarine	1
920	CD4	MESH:C009042	pristane	1
920	CD4	MESH:C010349	TET	1
920	CD4	MESH:C014215	tetrahydropalmatine	1
920	CD4	MESH:C019476	Methylcobalamin	1
920	CD4	MESH:C025473	beta-sitosterol	1
920	CD4	MESH:C030691	zinc gluconate	1
920	CD4	MESH:C030985	purine	1
920	CD4	MESH:C030986	pyrimidine	1
920	CD4	MESH:C032456	antimycin	1
